Date;CD;LD;Total;Total cumulé
2018-09-05;402;3351;3753;10819824
2018-09-15;859;2214;3073;10858663
2018-09-22;529;1893;2422;10886037
2018-09-29;705;2306;3011;10912664
2018-10-19;364;4277;4641;10990237
2018-10-23;253;3496;3749;11002810
2018-10-24;343;3689;4032;11006842
2018-10-31;287;2889;3176;11027231
2018-11-01;726;1655;2381;11029612
2018-11-10;201;1505;1706;11057388
2018-11-20;85;3468;3553;11089203
2018-11-27;61;2845;2906;11107836
2018-11-30;181;3850;4031;11119044
2018-12-19;75;2985;3060;11171948
2018-12-22;243;1739;1982;11179547
2018-12-25;88;380;468;11182165
2018-12-26;68;1321;1389;11183554
2018-12-31;269;1274;1543;11191582
2019-01-08;84;3357;3441;11209383
2019-01-16;61;3304;3365;11234631
2019-02-02;298;2080;2378;11285756
2019-02-24;559;1659;2218;11348456
2019-03-01;185;3990;4175;11369293
2019-03-06;61;2124;2185;11381785
2019-03-21;197;4066;4263;11430128
2019-03-28;137;3944;4081;11455618
2019-04-10;153;3270;3423;11498841
2019-04-17;401;3343;3744;11522449
2019-04-23;211;3627;3838;11543064
2019-04-25;173;3647;3820;11550250
2019-05-16;232;4563;4795;11629483
2019-06-03;284;3760;4044;11702450
2019-06-19;317;4013;4330;11760617
2019-06-28;405;3628;4033;11797593
2019-07-15;503;3862;4365;11865823
2019-07-20;1115;2230;3345;11888282
2019-08-07;994;3047;4041;11951560
2019-08-11;1112;1485;2597;11964060
2019-08-21;675;3247;3922;11994160
2019-08-27;632;3694;4326;12015799
2019-09-05;413;4468;4881;12054385
2019-09-16;293;4241;4534;12101180
2019-09-24;251;4058;4309;12137580
2019-09-27;410;4354;4764;12149372
2019-09-28;604;2680;3284;12152656
2019-10-02;316;4267;4583;12166700
2019-10-14;190;3527;3717;12214526
2019-10-15;228;3914;4142;12218668
2019-10-29;152;2875;3027;12262449
2019-11-09;365;1515;1880;12297710
2019-11-10;708;1584;2292;12300002
2019-11-17;292;1490;1782;12322018
2019-11-24;449;1482;1931;12343745
2019-12-01;309;1589;1898;12364764
2019-12-03;130;3386;3516;12371700
2019-12-16;72;2535;2607;12408846
2019-12-22;142;856;998;12425181
2019-12-30;229;1576;1805;12436990
2020-01-03;214;2176;2390;12444397
2020-01-15;302;3915;4217;12477299
2020-01-18;363;2127;2490;12487600
2020-01-21;141;3267;3408;12495915
2020-02-07;222;3524;3746;12546490
2020-02-18;157;3002;3159;12575890
2020-02-29;299;1541;1840;12603242
2020-03-06;154;2658;2812;12618900
2020-03-11;126;3373;3499;12631984
2020-03-28;14;170;184;12647658
2020-03-30;10;216;226;12647967
2020-03-31;6;208;214;12648181
2020-04-13;8;162;170;12651277
2020-04-26;24;174;198;12655034
2020-04-29;8;266;274;12655888
2020-05-01;32;214;246;12656379
2020-05-20;231;1773;2004;12674652
2020-05-27;288;1977;2265;12687751
2020-06-02;321;2568;2889;12701252
2020-06-08;244;2281;2525;12717069
2020-06-13;462;1497;1959;12728427
2020-06-19;443;2650;3093;12742227
2020-06-27;707;1742;2449;12767559
2020-07-07;540;3332;3872;12797821
2020-07-11;1141;1880;3021;12812585
2020-07-19;997;1587;2584;12838132
2020-07-22;564;3323;3887;12849409
2020-07-23;662;3295;3957;12853366
2020-07-27;566;2421;2987;12865474
2020-08-09;1132;1343;2475;12907213
2020-08-17;737;2204;2941;12930289
2020-08-18;816;2515;3331;12933620
2020-08-20;917;2669;3586;12939520
2020-09-03;636;4583;5219;12991267
2020-09-16;548;4948;5496;13053669
2020-09-17;740;5611;6351;13060020
2020-09-18;598;4867;5465;13065485
2020-10-10;967;3316;4283;13157181
2020-10-12;246;3873;4119;13163970
2020-10-14;271;4321;4592;13173068
2020-11-03;53;1858;1911;13235031
2020-11-07;73;1264;1337;13241956
2020-11-19;51;2012;2063;13261709
2020-11-23;45;1837;1882;13268522
2020-11-29;162;1371;1533;13280594
2020-11-30;69;1868;1937;13282531
2020-12-04;89;2204;2293;13290359
2020-12-05;178;1796;1974;13292333
2020-12-08;67;2160;2227;13297153
2020-12-15;84;2240;2324;13310515
2020-12-19;192;1573;1765;13318904
2021-01-01;111;474;585;13330940
2021-01-03;57;552;609;13332530
2021-01-04;43;1465;1508;13334038
2021-01-14;72;2022;2094;13352503
2021-01-26;42;1990;2032;13373789
2021-02-10;57;1777;1834;13399778
2021-03-13;143;1274;1417;13460766
2021-03-20;393;1845;2238;13476556
2021-03-29;175;2595;2770;13498031
2021-03-30;157;3076;3233;13501264
2021-03-31;133;2851;2984;13504248
2021-05-07;148;2634;2782;13592625
2021-05-18;87;2538;2625;13613996
2021-05-26;102;2392;2494;13635083
2021-05-28;275;3442;3717;13642228
2021-06-18;394;3308;3702;13711541
2021-07-08;420;3755;4175;13780258
2021-07-14;820;2856;3676;13799099
2021-07-15;600;3276;3876;13802975
2021-07-23;652;3378;4030;13832452
2021-08-10;656;2457;3113;13885515
2008-04-28;;1;1;77
2008-05-05;793;280;1073;1243
2008-05-08;1358;78;1436;6652
2008-05-13;1069;232;1301;15055
2008-05-17;1560;256;1816;20511
2008-05-19;754;306;1060;22884
2008-06-04;873;998;1871;43985
2008-06-09;679;1199;1878;52693
2008-06-20;619;1570;2189;72732
2008-06-22;872;689;1561;76352
2008-07-01;506;1686;2192;93678
2008-07-05;499;819;1318;100480
2008-07-14;632;544;1176;112978
2008-08-01;516;1299;1815;141301
2008-08-02;518;609;1127;142428
2008-08-04;390;936;1326;144519
2008-08-12;261;943;1204;154750
2008-08-27;306;1629;1935;173915
2008-08-30;548;939;1487;179538
2008-09-03;286;1275;1561;186324
2008-09-07;435;662;1097;191459
2008-09-08;344;1853;2197;193656
2008-09-09;364;1996;2360;196016
2008-09-12;448;1945;2393;202820
2008-09-27;586;1289;1875;238357
2008-10-12;635;912;1547;268865
2008-10-21;179;1660;1839;287990
2008-10-25;435;1359;1794;297337
2008-10-30;161;1300;1461;305378
2008-11-21;166;2071;2237;343274
2008-11-26;124;1977;2101;351597
2009-01-02;68;529;597;401991
2009-01-06;55;1424;1479;405807
2009-01-15;83;1824;1907;418876
2009-01-18;119;501;620;422612
2009-01-24;176;796;972;431651
2009-01-30;175;1817;1992;441119
2009-02-18;128;1417;1545;466433
2009-02-19;112;1464;1576;468009
2009-03-13;226;2027;2253;507441
2009-03-16;156;2007;2163;512166
2009-03-19;310;2391;2701;519633
2009-03-20;219;2135;2354;521987
2009-03-28;227;1114;1341;536344
2009-03-29;298;688;986;537330
2009-04-02;150;2310;2460;546362
2009-04-04;147;828;975;549520
2009-04-10;80;633;713;557326
2009-04-11;293;771;1064;558390
2009-04-12;343;417;760;559150
2009-04-21;185;2174;2359;571772
2009-04-27;72;1200;1272;582959
2009-05-01;678;845;1523;589894
2009-06-08;182;1121;1303;657503
2009-06-09;238;1559;1797;659300
2009-07-05;305;467;772;703110
2009-07-22;274;1067;1341;725436
2009-07-25;421;675;1096;729514
2009-07-28;336;1260;1596;733111
2009-08-06;310;979;1289;744149
2009-08-14;327;806;1133;752979
2009-08-16;385;298;683;754428
2009-08-23;302;357;659;762321
2009-09-02;171;1305;1476;777461
2009-09-28;361;1840;2201;824646
2009-10-06;349;1904;2253;840871
2009-10-26;182;1485;1667;875814
2009-10-29;279;1680;1959;881572
2009-10-31;295;654;949;884422
2009-11-06;254;1892;2146;893475
2009-11-12;214;1959;2173;902075
2009-11-26;118;1691;1809;925139
2009-12-09;121;1503;1624;943674
2009-12-11;166;1869;2035;947763
2009-12-17;77;1268;1345;955615
2009-12-23;77;1152;1229;961386
2009-12-29;82;741;823;963965
2010-01-02;126;522;648;966308
2010-01-16;97;538;635;983442
2010-01-25;117;1326;1443;995556
2010-01-29;114;1459;1573;1002269
2010-02-02;73;1436;1509;1007184
2010-02-11;74;1424;1498;1020470
2010-02-21;196;349;545;1031859
2010-02-26;125;1295;1420;1038028
2010-03-14;241;562;803;1060617
2010-03-19;89;1248;1337;1070138
2010-03-22;128;1797;1925;1074107
2010-03-25;138;1864;2002;1080041
2010-04-16;316;1449;1765;1113440
2010-04-19;260;1331;1591;1117665
2010-04-20;312;1630;1942;1119607
2010-04-29;244;1993;2237;1136793
2010-04-30;311;2134;2445;1139238
2010-05-08;498;838;1336;1154007
2010-05-10;234;1300;1534;1156333
2010-05-13;425;650;1075;1161775
2010-05-17;250;1994;2244;1167671
2010-05-18;278;2210;2488;1170159
2010-05-21;431;2228;2659;1177851
2010-05-22;470;1007;1477;1179328
2010-06-06;364;672;1036;1206712
2010-06-07;259;2132;2391;1209103
2010-06-12;404;1016;1420;1218620
2010-06-14;190;1798;1988;1221601
2010-06-16;231;1944;2175;1225566
2010-06-25;392;2147;2539;1244862
2010-07-09;335;1888;2223;1272363
2010-07-11;330;509;839;1274401
2010-07-14;257;528;785;1278980
2010-07-26;262;1400;1662;1297036
2010-07-27;268;1506;1774;1298810
2010-07-31;364;717;1081;1305335
2010-08-07;419;574;993;1314875
2010-08-12;353;1137;1490;1321467
2010-08-19;355;1374;1729;1330739
2010-08-31;299;2035;2334;1348767
2010-09-07;374;2341;2715;1363016
2010-09-15;229;1968;2197;1380803
2010-09-16;318;2387;2705;1383508
2010-09-29;235;2228;2463;1413695
2010-10-25;191;1669;1860;1466953
2010-11-10;195;2198;2393;1493511
2010-11-13;40;364;404;1495275
2010-11-20;129;833;962;1507274
2010-11-21;140;503;643;1507917
2010-11-23;153;2345;2498;1512592
2010-12-05;65;380;445;1530778
2010-12-13;70;1707;1777;1541801
2010-12-27;33;551;584;1556430
2011-01-05;47;1242;1289;1564978
2011-01-14;133;1763;1896;1578921
2011-01-17;94;1770;1864;1582761
2011-02-06;195;657;852;1613835
2011-02-07;104;1792;1896;1615731
2011-02-15;98;1850;1948;1630001
2011-02-16;124;1840;1964;1631965
2011-02-22;103;2086;2189;1641932
2011-02-25;177;2073;2250;1647961
2011-02-27;176;466;642;1649634
2011-02-28;113;1512;1625;1651259
2011-04-04;180;2346;2526;1714410
2011-04-09;427;1203;1630;1727549
2011-04-19;399;2589;2988;1750918
2011-04-21;411;2605;3016;1756871
2011-05-16;257;2618;2875;1810494
2011-06-05;149;399;548;1861167
2011-06-15;221;2538;2759;1884382
2011-06-28;281;2532;2813;1914129
2011-07-03;475;626;1101;1925629
2011-07-13;321;2442;2763;1948552
2011-08-01;318;1622;1940;1981811
2011-08-03;401;1811;2212;1986034
2011-08-06;156;414;570;1989604
2011-08-31;347;2505;2852;2034514
2011-09-11;564;867;1431;2064396
2011-09-19;426;3189;3615;2088701
2011-09-27;475;3899;4374;2118319
2011-09-28;532;3752;4284;2122603
2011-10-05;567;3710;4277;2149927
2011-10-22;733;1798;2531;2212487
2011-10-23;837;1292;2129;2214616
2011-11-10;431;3348;3779;2267269
2011-11-12;1139;1743;2882;2273039
2011-11-14;314;3369;3683;2278806
2011-11-24;325;3670;3995;2315749
2011-11-30;256;2877;3133;2332668
2011-12-04;240;814;1054;2341118
2011-12-07;195;2838;3033;2350851
2011-12-15;141;1874;2015;2371005
2011-12-16;174;2143;2317;2373322
2011-12-22;267;2595;2862;2386948
2011-12-29;214;1580;1794;2396248
2012-01-01;203;387;590;2398937
2012-01-10;178;3269;3447;2422806
2012-01-25;193;3163;3356;2465971
2012-01-30;55;1425;1480;2478054
2012-02-01;114;2520;2634;2483682
2012-02-04;274;1337;1611;2490590
2012-02-08;70;2092;2162;2497941
2012-02-17;316;2535;2851;2517789
2012-02-22;158;2395;2553;2528422
2012-02-26;680;1262;1942;2537893
2012-03-25;907;1488;2395;2628633
2012-04-09;262;690;952;2680632
2012-04-25;216;2274;2490;2718936
2012-04-30;478;2318;2796;2731171
2012-05-04;363;3068;3431;2745153
2012-05-05;394;1578;1972;2747125
2012-05-08;448;1228;1676;2753883
2012-05-11;489;3774;4263;2766039
2012-05-18;471;1800;2271;2787539
2012-05-21;173;2666;2839;2792285
2012-05-24;565;4288;4853;2805677
2012-06-14;458;3856;4314;2878449
2012-06-20;588;3580;4168;2900182
2012-07-01;1204;1530;2734;2939458
2012-07-06;578;3123;3701;2958981
2012-07-12;392;2557;2949;2976651
2012-07-13;387;2007;2394;2979045
2012-07-16;648;2942;3590;2988175
2012-07-23;598;2772;3370;3012376
2012-07-29;712;820;1532;3030764
2012-08-02;543;2594;3137;3042084
2012-08-11;1054;1071;2125;3065805
2012-08-21;614;2907;3521;3092608
2012-08-22;695;2852;3547;3096155
2012-08-23;656;2997;3653;3099808
2012-08-28;482;3395;3877;3113942
2012-08-31;728;3434;4162;3126018
2012-09-16;1006;1985;2991;3193243
2012-09-18;614;5089;5703;3204038
2012-10-01;443;4347;4790;3259794
2012-10-19;364;3597;3961;3329773
2012-11-22;372;4707;5079;3457899
2012-11-26;180;4037;4217;3472482
2012-12-07;277;4083;4360;3515163
2013-01-12;476;2351;2827;3611558
2013-01-17;213;3791;4004;3627906
2013-01-22;116;2681;2797;3639577
2013-01-29;123;2399;2522;3662246
2013-02-05;141;3306;3447;3683516
2013-02-07;229;3838;4067;3691120
2013-02-17;734;1596;2330;3722567
2013-02-24;301;993;1294;3745160
2013-02-26;106;2560;2666;3750272
2013-03-16;384;1793;2177;3804464
2013-03-24;475;1432;1907;3829592
2013-03-25;202;3450;3652;3833244
2013-04-09;159;3118;3277;3878621
2013-04-10;132;2119;2251;3880872
2013-04-12;437;3728;4165;3888981
2013-04-14;1171;2050;3221;3894425
2013-04-22;367;3169;3536;3928386
2013-04-24;526;3721;4247;3936186
2013-04-30;223;2659;2882;3953917
2013-05-08;457;1292;1749;3979013
2013-06-01;848;2466;3314;4060991
2013-06-05;588;4345;4933;4077348
2013-06-10;455;3772;4227;4097656
2013-07-01;586;3601;4187;4180639
2013-07-05;765;3920;4685;4197713
2013-07-26;695;3243;3938;4272433
2013-08-01;661;3011;3672;4289527
2013-08-05;502;2420;2922;4300546
2013-08-09;636;2462;3098;4313610
2013-08-23;778;3285;4063;4354711
2013-08-25;832;1307;2139;4359711
2013-08-29;713;3975;4688;4376334
2013-09-02;609;3845;4454;4391638
2013-10-07;377;4479;4856;4550103
2013-10-19;905;2659;3564;4602280
2013-11-15;356;4290;4646;4695044
2013-11-17;399;1394;1793;4700141
2013-12-03;201;3966;4167;4759961
2013-12-08;419;1586;2005;4777946
2013-12-14;465;2645;3110;4800114
2013-12-27;128;945;1073;4831491
2014-01-07;154;3535;3689;4850376
2014-01-09;173;3631;3804;4858033
2014-01-18;313;1955;2268;4887472
2014-01-19;414;1548;1962;4889434
2014-01-24;213;2393;2606;4907577
2014-02-02;429;1523;1952;4933984
2014-02-04;153;3338;3491;4940555
2014-02-06;221;3141;3362;4947043
2014-02-12;149;2591;2740;4962022
2014-02-15;391;1809;2200;4970555
2014-02-16;466;1452;1918;4972473
2014-02-28;253;3105;3358;5014486
2014-03-01;538;1943;2481;5016967
2014-03-09;964;1759;2723;5039958
2014-04-08;285;4447;4732;5152127
2014-04-13;795;1901;2696;5173401
2014-04-19;726;2228;2954;5200435
2014-05-21;231;3255;3486;5304834
2014-05-29;901;2029;2930;5333693
2014-06-04;351;3866;4217;5354591
2014-06-17;422;4157;4579;5411939
2014-06-23;398;3810;4208;5437423
2014-07-12;1179;1822;3001;5511871
2014-07-25;700;3342;4042;5559225
2014-08-02;1085;1513;2598;5585822
2014-08-18;720;2406;3126;5628659
2014-08-22;654;2889;3543;5643498
2014-08-26;494;3158;3652;5654463
2014-09-11;796;5122;5918;5728437
2014-09-22;489;4897;5386;5785595
2014-09-23;509;5247;5756;5791351
2014-09-27;1251;3547;4798;5814409
2014-09-28;994;2175;3169;5817578
2014-10-07;260;4458;4718;5861530
2014-10-21;336;4132;4468;5920694
2014-10-23;630;4268;4898;5930378
2014-11-22;893;2632;3525;6044785
2014-11-27;360;4450;4810;6064320
2014-12-01;194;3815;4009;6080344
2014-12-16;156;3598;3754;6132835
2014-12-18;275;3660;3935;6140693
2014-12-29;141;1581;1722;6161446
2015-01-09;245;2693;2938;6187189
2015-01-12;154;3425;3579;6195164
2015-01-17;617;2256;2873;6211213
2015-02-02;165;3106;3271;6258240
2015-02-10;208;2969;3177;6281918
2015-02-15;484;1101;1585;6294994
2015-02-16;61;1651;1712;6296706
2015-02-20;158;1421;1579;6310328
2015-03-01;450;1382;1832;6335238
2015-03-06;459;3945;4404;6355333
2015-03-09;254;3673;3927;6365628
2015-03-20;207;2253;2460;6407315
2015-03-24;121;2838;2959;6419170
2015-03-28;481;1976;2457;6432648
2015-04-01;369;3806;4175;6446110
2015-04-07;331;4030;4361;6464772
2015-04-16;447;3654;4101;6501830
2015-04-22;557;3617;4174;6523723
2015-04-29;396;3985;4381;6549390
2015-05-12;401;4475;4876;6589648
2015-05-22;672;4330;5002;6627423
2015-06-01;446;3872;4318;6665171
2015-06-02;402;3951;4353;6669524
2015-06-03;804;4759;5563;6675087
2015-06-04;803;4844;5647;6680734
2015-06-06;1442;2797;4239;6690456
2015-06-24;559;4391;4950;6766478
2015-06-26;855;4270;5125;6777080
2015-07-18;1295;1994;3289;6861355
2015-07-19;1058;1491;2549;6863904
2015-07-22;725;3544;4269;6875836
2015-08-19;956;3153;4109;6966984
2015-08-24;387;2467;2854;6984155
2015-09-26;1231;2764;3995;7119806
2015-09-27;951;1953;2904;7122710
2015-10-03;1092;2854;3946;7153303
2015-10-15;427;4770;5197;7204613
2015-10-17;942;2587;3529;7213153
2015-10-28;350;3355;3705;7253672
2015-11-01;1079;1917;2996;7268773
2015-11-25;261;3947;4208;7360348
2015-12-12;690;2727;3417;7426820
2015-12-16;278;3940;4218;7440889
2015-12-21;194;2764;2958;7458574
2015-12-22;317;3211;3528;7462102
2015-12-30;396;2222;2618;7477688
2016-01-04;126;3117;3243;7486625
2016-01-05;143;3096;3239;7489864
2016-01-06;178;3588;3766;7493630
2016-01-08;335;3653;3988;7501784
2016-01-12;216;3589;3805;7512211
2016-01-15;312;3915;4227;7524786
2021-09-10;605;4510;5115;14001591
2021-09-11;1023;3629;4652;14006243
2021-09-15;318;4490;4808;14023668
2021-09-19;560;2463;3023;14041775
2021-09-27;209;3535;3744;14077495
2021-10-02;209;1299;1508;14097231
2021-10-14;317;4484;4801;14148045
2008-04-25;;50;50;76
2008-05-22;892;524;1416;27170
2008-06-08;508;235;743;50815
2008-06-16;467;1147;1614;65073
2008-07-28;140;858;998;134336
2008-08-06;430;1218;1648;147764
2008-08-08;359;1079;1438;150592
2008-08-15;537;399;936;158136
2008-08-19;297;997;1294;162410
2008-08-20;340;1260;1600;164010
2008-08-31;587;760;1347;180885
2008-09-17;523;2069;2592;213407
2008-09-21;826;749;1575;222668
2008-09-25;472;2279;2751;233787
2008-09-28;698;831;1529;239886
2008-10-04;403;1241;1644;252565
2008-10-08;319;2262;2581;259779
2008-10-14;220;2310;2530;273650
2008-10-18;558;1411;1969;282447
2008-10-23;333;2378;2711;293160
2008-10-28;255;1730;1985;302017
2008-10-31;140;1246;1386;306764
2008-11-12;175;2068;2243;324841
2008-11-17;151;2043;2194;334068
2008-11-29;148;1032;1180;356789
2008-12-03;114;1921;2035;363397
2008-12-10;119;1903;2022;375062
2008-12-27;88;415;503;398162
2008-12-28;84;233;317;398479
2009-01-03;52;544;596;402587
2009-01-09;96;1471;1567;410443
2009-02-04;51;1232;1283;447690
2009-02-12;100;1594;1694;458742
2009-02-15;212;515;727;462076
2009-03-24;152;2213;2365;528996
2009-03-27;142;1857;1999;535003
2009-04-01;150;2056;2206;543902
2009-04-13;339;481;820;559970
2009-04-15;66;862;928;562359
2009-04-24;274;2150;2424;579057
2009-04-26;327;780;1107;581687
2009-05-06;288;2191;2479;599449
2009-05-13;244;2050;2294;611625
2009-05-21;531;730;1261;626429
2009-05-28;301;2064;2365;637885
2009-05-29;338;1987;2325;640210
2009-06-10;163;1134;1297;660597
2009-06-14;443;610;1053;667717
2009-06-29;235;1667;1902;694495
2009-07-07;218;1500;1718;706348
2009-07-10;285;1526;1811;711878
2009-07-21;277;1281;1558;724095
2009-08-01;113;308;421;738024
2009-08-09;490;314;804;747084
2009-08-10;275;820;1095;748179
2009-08-13;334;928;1262;751846
2009-08-20;258;983;1241;759424
2009-08-24;247;1120;1367;763688
2009-08-29;410;818;1228;771421
2009-09-07;312;1768;2080;785424
2009-09-10;337;1922;2259;792018
2009-09-15;276;1686;1962;800354
2009-09-18;393;1816;2209;805063
2009-09-20;414;665;1079;807856
2009-09-22;466;1988;2454;812521
2009-09-23;433;1959;2392;814913
2009-10-01;474;1986;2460;831972
2009-10-17;392;958;1350;862651
2009-10-19;242;1806;2048;865693
2009-10-23;212;1666;1878;872656
2009-10-30;402;1499;1901;883473
2009-11-08;177;491;668;895588
2009-11-09;166;1880;2046;897634
2009-11-11;206;702;908;899902
2009-11-13;254;1844;2098;904173
2009-11-19;236;2201;2437;914409
2009-11-20;201;1925;2126;916535
2009-12-12;226;1042;1268;949031
2009-12-13;129;498;627;949658
2009-12-25;63;116;179;962042
2009-12-26;46;311;357;962399
2009-12-30;45;470;515;964480
2010-01-05;87;1477;1564;969752
2010-01-08;99;1344;1443;974105
2010-01-22;130;1585;1715;992794
2010-01-24;161;466;627;994113
2010-02-10;78;1578;1656;1018972
2010-02-13;113;707;820;1022993
2010-02-17;106;1306;1412;1027751
2010-03-07;119;458;577;1050222
2010-03-10;95;1526;1621;1055004
2010-03-20;141;905;1046;1071184
2010-04-06;206;1904;2110;1096638
2010-04-07;154;1754;1908;1098546
2010-04-08;241;1969;2210;1100756
2010-04-09;356;1934;2290;1103046
2010-04-22;241;1538;1779;1123279
2010-04-26;232;1877;2109;1129956
2010-05-03;179;1717;1896;1143544
